scenario,combination_id,scoreline,size,probability
sensitivity_top10,real_xi_set_02,0-1,67,0.067
sensitivity_top10,real_xi_set_02,1-0,63,0.063
sensitivity_top10,real_xi_set_02,2-1,61,0.061
sensitivity_top10,real_xi_set_02,2-2,60,0.06
sensitivity_top10,real_xi_set_02,1-3,58,0.058
sensitivity_top10,real_xi_set_02,0-3,50,0.05
sensitivity_top10,real_xi_set_02,2-0,45,0.045
sensitivity_top10,real_xi_set_02,0-0,43,0.043
sensitivity_top10,real_xi_set_02,2-3,36,0.036
sensitivity_top10,real_xi_set_02,3-2,32,0.032
sensitivity_top10,real_xi_set_02,3-1,28,0.028
sensitivity_top10,real_xi_set_02,1-4,23,0.023
sensitivity_top10,real_xi_set_02,0-4,17,0.017
sensitivity_top10,real_xi_set_02,3-0,16,0.016
sensitivity_top10,real_xi_set_02,2-4,12,0.012
sensitivity_top10,real_xi_set_02,3-4,12,0.012
sensitivity_top10,real_xi_set_02,3-3,9,0.009
sensitivity_top10,real_xi_set_02,1-5,8,0.008
sensitivity_top10,real_xi_set_02,4-0,8,0.008
sensitivity_top10,real_xi_set_02,4-1,8,0.008
sensitivity_top10,real_xi_set_02,4-3,8,0.008
sensitivity_top10,real_xi_set_02,2-5,7,0.007
sensitivity_top10,real_xi_set_02,4-2,7,0.007
sensitivity_top10,real_xi_set_02,0-5,5,0.005
sensitivity_top10,real_xi_set_02,3-5,4,0.004
sensitivity_top10,real_xi_set_02,2-6,2,0.002
sensitivity_top10,real_xi_set_02,5-3,2,0.002
sensitivity_top10,real_xi_set_02,7-0,2,0.002
sensitivity_top10,real_xi_set_02,0-7,1,0.001
sensitivity_top10,real_xi_set_02,1-6,1,0.001
sensitivity_top10,real_xi_set_02,1-7,1,0.001
sensitivity_top10,real_xi_set_02,2-7,1,0.001
sensitivity_top10,real_xi_set_02,4-4,1,0.001
sensitivity_top10,real_xi_set_02,5-1,1,0.001
sensitivity_top10,real_xi_set_02,5-2,1,0.001
sensitivity_top10,real_xi_set_02,5-4,1,0.001
sensitivity_top10,real_xi_set_02,6-1,1,0.001
sensitivity_top10,real_xi_set_02,6-3,1,0.001
sensitivity_top10,real_xi_set_02,7-1,1,0.001
sensitivity_top10,real_xi_set_03,1-2,111,0.111
sensitivity_top10,real_xi_set_03,1-1,105,0.105
sensitivity_top10,real_xi_set_03,0-1,83,0.083
sensitivity_top10,real_xi_set_03,0-2,75,0.075
sensitivity_top10,real_xi_set_03,1-0,68,0.068
sensitivity_top10,real_xi_set_03,2-1,63,0.063
sensitivity_top10,real_xi_set_03,2-2,57,0.057
sensitivity_top10,real_xi_set_03,0-3,55,0.055
sensitivity_top10,real_xi_set_03,1-3,54,0.054
sensitivity_top10,real_xi_set_03,0-0,50,0.05
sensitivity_top10,real_xi_set_03,2-0,44,0.044
sensitivity_top10,real_xi_set_03,2-3,29,0.029
sensitivity_top10,real_xi_set_03,1-4,25,0.025
sensitivity_top10,real_xi_set_03,3-1,25,0.025
sensitivity_top10,real_xi_set_03,3-2,21,0.021
sensitivity_top10,real_xi_set_03,3-0,18,0.018
sensitivity_top10,real_xi_set_03,2-4,17,0.017
sensitivity_top10,real_xi_set_03,0-4,15,0.015
sensitivity_top10,real_xi_set_03,3-3,11,0.011
sensitivity_top10,real_xi_set_03,4-0,10,0.01
sensitivity_top10,real_xi_set_03,2-5,9,0.009
sensitivity_top10,real_xi_set_03,3-4,8,0.008
sensitivity_top10,real_xi_set_03,1-5,7,0.007
sensitivity_top10,real_xi_set_03,4-3,7,0.007
sensitivity_top10,real_xi_set_03,4-1,5,0.005
sensitivity_top10,real_xi_set_03,4-2,5,0.005
sensitivity_top10,real_xi_set_03,0-5,4,0.004
sensitivity_top10,real_xi_set_03,1-6,3,0.003
sensitivity_top10,real_xi_set_03,3-5,3,0.003
sensitivity_top10,real_xi_set_03,5-3,3,0.003
sensitivity_top10,real_xi_set_03,0-6,1,0.001
sensitivity_top10,real_xi_set_03,0-7,1,0.001
sensitivity_top10,real_xi_set_03,2-6,1,0.001
sensitivity_top10,real_xi_set_03,4-4,1,0.001
sensitivity_top10,real_xi_set_03,5-1,1,0.001
sensitivity_top10,real_xi_set_03,5-2,1,0.001
sensitivity_top10,real_xi_set_03,6-1,1,0.001
sensitivity_top10,real_xi_set_03,6-3,1,0.001
sensitivity_top10,real_xi_set_03,7-0,1,0.001
sensitivity_top10,real_xi_set_03,7-1,1,0.001
sensitivity_top10,real_xi_set_04,1-1,108,0.108
sensitivity_top10,real_xi_set_04,1-2,107,0.107
sensitivity_top10,real_xi_set_04,0-1,84,0.084
sensitivity_top10,real_xi_set_04,0-2,81,0.081
sensitivity_top10,real_xi_set_04,2-1,64,0.064
sensitivity_top10,real_xi_set_04,1-0,61,0.061
sensitivity_top10,real_xi_set_04,1-3,60,0.06
sensitivity_top10,real_xi_set_04,0-3,56,0.056
sensitivity_top10,real_xi_set_04,2-2,55,0.055
sensitivity_top10,real_xi_set_04,0-0,46,0.046
sensitivity_top10,real_xi_set_04,2-0,41,0.041
sensitivity_top10,real_xi_set_04,1-4,30,0.03
sensitivity_top10,real_xi_set_04,3-1,29,0.029
sensitivity_top10,real_xi_set_04,2-3,26,0.026
sensitivity_top10,real_xi_set_04,3-2,20,0.02
sensitivity_top10,real_xi_set_04,3-0,15,0.015
sensitivity_top10,real_xi_set_04,2-4,14,0.014
sensitivity_top10,real_xi_set_04,0-4,13,0.013
sensitivity_top10,real_xi_set_04,3-3,13,0.013
sensitivity_top10,real_xi_set_04,2-5,9,0.009
sensitivity_top10,real_xi_set_04,3-4,9,0.009
sensitivity_top10,real_xi_set_04,4-0,9,0.009
sensitivity_top10,real_xi_set_04,1-5,7,0.007
sensitivity_top10,real_xi_set_04,4-3,7,0.007
sensitivity_top10,real_xi_set_04,0-5,5,0.005
sensitivity_top10,real_xi_set_04,4-1,5,0.005
sensitivity_top10,real_xi_set_04,4-2,5,0.005
sensitivity_top10,real_xi_set_04,1-6,4,0.004
sensitivity_top10,real_xi_set_04,3-5,3,0.003
sensitivity_top10,real_xi_set_04,4-4,2,0.002
sensitivity_top10,real_xi_set_04,5-1,2,0.002
sensitivity_top10,real_xi_set_04,5-4,2,0.002
sensitivity_top10,real_xi_set_04,0-6,1,0.001
sensitivity_top10,real_xi_set_04,0-7,1,0.001
sensitivity_top10,real_xi_set_04,1-7,1,0.001
sensitivity_top10,real_xi_set_04,2-6,1,0.001
sensitivity_top10,real_xi_set_04,5-2,1,0.001
sensitivity_top10,real_xi_set_04,6-3,1,0.001
sensitivity_top10,real_xi_set_04,7-0,1,0.001
sensitivity_top10,real_xi_set_04,7-1,1,0.001
sensitivity_top10,real_xi_set_05,1-2,107,0.107
sensitivity_top10,real_xi_set_05,1-1,102,0.102
sensitivity_top10,real_xi_set_05,0-2,83,0.083
sensitivity_top10,real_xi_set_05,0-1,70,0.07
sensitivity_top10,real_xi_set_05,1-0,64,0.064
sensitivity_top10,real_xi_set_05,2-1,64,0.064
sensitivity_top10,real_xi_set_05,2-2,61,0.061
sensitivity_top10,real_xi_set_05,1-3,51,0.051
sensitivity_top10,real_xi_set_05,2-0,50,0.05
sensitivity_top10,real_xi_set_05,0-3,48,0.048
sensitivity_top10,real_xi_set_05,0-0,46,0.046
sensitivity_top10,real_xi_set_05,2-3,36,0.036
sensitivity_top10,real_xi_set_05,3-1,29,0.029
sensitivity_top10,real_xi_set_05,3-2,29,0.029
sensitivity_top10,real_xi_set_05,1-4,25,0.025
sensitivity_top10,real_xi_set_05,0-4,18,0.018
sensitivity_top10,real_xi_set_05,3-0,16,0.016
sensitivity_top10,real_xi_set_05,3-3,13,0.013
sensitivity_top10,real_xi_set_05,2-4,12,0.012
sensitivity_top10,real_xi_set_05,3-4,12,0.012
sensitivity_top10,real_xi_set_05,4-0,10,0.01
sensitivity_top10,real_xi_set_05,4-3,8,0.008
sensitivity_top10,real_xi_set_05,4-1,7,0.007
sensitivity_top10,real_xi_set_05,4-2,7,0.007
sensitivity_top10,real_xi_set_05,0-5,4,0.004
sensitivity_top10,real_xi_set_05,1-5,4,0.004
sensitivity_top10,real_xi_set_05,2-5,4,0.004
sensitivity_top10,real_xi_set_05,3-5,4,0.004
sensitivity_top10,real_xi_set_05,0-7,2,0.002
sensitivity_top10,real_xi_set_05,2-6,2,0.002
sensitivity_top10,real_xi_set_05,5-3,2,0.002
sensitivity_top10,real_xi_set_05,7-0,2,0.002
sensitivity_top10,real_xi_set_05,7-1,2,0.002
sensitivity_top10,real_xi_set_05,1-6,1,0.001
sensitivity_top10,real_xi_set_05,1-7,1,0.001
sensitivity_top10,real_xi_set_05,5-1,1,0.001
sensitivity_top10,real_xi_set_05,5-2,1,0.001
sensitivity_top10,real_xi_set_05,5-4,1,0.001
sensitivity_top10,real_xi_set_05,6-3,1,0.001
sensitivity_top10,real_xi_set_06,1-2,107,0.107
sensitivity_top10,real_xi_set_06,1-1,106,0.106
sensitivity_top10,real_xi_set_06,0-2,83,0.083
sensitivity_top10,real_xi_set_06,0-1,66,0.066
sensitivity_top10,real_xi_set_06,1-0,63,0.063
sensitivity_top10,real_xi_set_06,2-1,61,0.061
sensitivity_top10,real_xi_set_06,2-2,61,0.061
sensitivity_top10,real_xi_set_06,1-3,57,0.057
sensitivity_top10,real_xi_set_06,0-3,50,0.05
sensitivity_top10,real_xi_set_06,2-0,45,0.045
sensitivity_top10,real_xi_set_06,0-0,43,0.043
sensitivity_top10,real_xi_set_06,2-3,37,0.037
sensitivity_top10,real_xi_set_06,3-2,32,0.032
sensitivity_top10,real_xi_set_06,3-1,28,0.028
sensitivity_top10,real_xi_set_06,1-4,23,0.023
sensitivity_top10,real_xi_set_06,0-4,17,0.017
sensitivity_top10,real_xi_set_06,3-0,16,0.016
sensitivity_top10,real_xi_set_06,2-4,12,0.012
sensitivity_top10,real_xi_set_06,3-4,12,0.012
sensitivity_top10,real_xi_set_06,3-3,9,0.009
sensitivity_top10,real_xi_set_06,1-5,8,0.008
sensitivity_top10,real_xi_set_06,4-0,8,0.008
sensitivity_top10,real_xi_set_06,4-1,8,0.008
sensitivity_top10,real_xi_set_06,4-3,8,0.008
sensitivity_top10,real_xi_set_06,2-5,7,0.007
sensitivity_top10,real_xi_set_06,4-2,7,0.007
sensitivity_top10,real_xi_set_06,0-5,5,0.005
sensitivity_top10,real_xi_set_06,3-5,4,0.004
sensitivity_top10,real_xi_set_06,2-6,2,0.002
sensitivity_top10,real_xi_set_06,5-3,2,0.002
sensitivity_top10,real_xi_set_06,7-0,2,0.002
sensitivity_top10,real_xi_set_06,0-7,1,0.001
sensitivity_top10,real_xi_set_06,1-6,1,0.001
sensitivity_top10,real_xi_set_06,1-7,1,0.001
sensitivity_top10,real_xi_set_06,2-7,1,0.001
sensitivity_top10,real_xi_set_06,4-4,1,0.001
sensitivity_top10,real_xi_set_06,5-1,1,0.001
sensitivity_top10,real_xi_set_06,5-2,1,0.001
sensitivity_top10,real_xi_set_06,5-4,1,0.001
sensitivity_top10,real_xi_set_06,6-1,1,0.001
sensitivity_top10,real_xi_set_06,6-3,1,0.001
sensitivity_top10,real_xi_set_06,7-1,1,0.001
sensitivity_top10,real_xi_set_07,1-2,110,0.11
sensitivity_top10,real_xi_set_07,1-1,103,0.103
sensitivity_top10,real_xi_set_07,0-1,83,0.083
sensitivity_top10,real_xi_set_07,0-2,75,0.075
sensitivity_top10,real_xi_set_07,1-0,69,0.069
sensitivity_top10,real_xi_set_07,2-1,65,0.065
sensitivity_top10,real_xi_set_07,2-2,59,0.059
sensitivity_top10,real_xi_set_07,0-3,55,0.055
sensitivity_top10,real_xi_set_07,1-3,54,0.054
sensitivity_top10,real_xi_set_07,0-0,49,0.049
sensitivity_top10,real_xi_set_07,2-0,44,0.044
sensitivity_top10,real_xi_set_07,2-3,28,0.028
sensitivity_top10,real_xi_set_07,1-4,25,0.025
sensitivity_top10,real_xi_set_07,3-1,25,0.025
sensitivity_top10,real_xi_set_07,3-2,21,0.021
sensitivity_top10,real_xi_set_07,3-0,18,0.018
sensitivity_top10,real_xi_set_07,2-4,17,0.017
sensitivity_top10,real_xi_set_07,0-4,15,0.015
sensitivity_top10,real_xi_set_07,3-3,10,0.01
sensitivity_top10,real_xi_set_07,4-0,10,0.01
sensitivity_top10,real_xi_set_07,2-5,9,0.009
sensitivity_top10,real_xi_set_07,3-4,8,0.008
sensitivity_top10,real_xi_set_07,4-3,8,0.008
sensitivity_top10,real_xi_set_07,1-5,7,0.007
sensitivity_top10,real_xi_set_07,4-1,5,0.005
sensitivity_top10,real_xi_set_07,4-2,5,0.005
sensitivity_top10,real_xi_set_07,0-5,4,0.004
sensitivity_top10,real_xi_set_07,1-6,3,0.003
sensitivity_top10,real_xi_set_07,3-5,3,0.003
sensitivity_top10,real_xi_set_07,5-3,3,0.003
sensitivity_top10,real_xi_set_07,0-6,1,0.001
sensitivity_top10,real_xi_set_07,0-7,1,0.001
sensitivity_top10,real_xi_set_07,2-6,1,0.001
sensitivity_top10,real_xi_set_07,4-4,1,0.001
sensitivity_top10,real_xi_set_07,5-1,1,0.001
sensitivity_top10,real_xi_set_07,5-2,1,0.001
sensitivity_top10,real_xi_set_07,6-1,1,0.001
sensitivity_top10,real_xi_set_07,6-3,1,0.001
sensitivity_top10,real_xi_set_07,7-0,1,0.001
sensitivity_top10,real_xi_set_07,7-1,1,0.001
sensitivity_top10,real_xi_set_08,1-1,106,0.106
sensitivity_top10,real_xi_set_08,1-2,106,0.106
sensitivity_top10,real_xi_set_08,0-1,84,0.084
sensitivity_top10,real_xi_set_08,0-2,81,0.081
sensitivity_top10,real_xi_set_08,2-1,66,0.066
sensitivity_top10,real_xi_set_08,1-0,62,0.062
sensitivity_top10,real_xi_set_08,1-3,60,0.06
sensitivity_top10,real_xi_set_08,0-3,56,0.056
sensitivity_top10,real_xi_set_08,2-2,56,0.056
sensitivity_top10,real_xi_set_08,0-0,45,0.045
sensitivity_top10,real_xi_set_08,2-0,41,0.041
sensitivity_top10,real_xi_set_08,1-4,30,0.03
sensitivity_top10,real_xi_set_08,3-1,29,0.029
sensitivity_top10,real_xi_set_08,2-3,26,0.026
sensitivity_top10,real_xi_set_08,3-2,20,0.02
sensitivity_top10,real_xi_set_08,3-0,15,0.015
sensitivity_top10,real_xi_set_08,2-4,14,0.014
sensitivity_top10,real_xi_set_08,0-4,13,0.013
sensitivity_top10,real_xi_set_08,3-3,12,0.012
sensitivity_top10,real_xi_set_08,2-5,9,0.009
sensitivity_top10,real_xi_set_08,3-4,9,0.009
sensitivity_top10,real_xi_set_08,4-0,9,0.009
sensitivity_top10,real_xi_set_08,4-3,8,0.008
sensitivity_top10,real_xi_set_08,1-5,7,0.007
sensitivity_top10,real_xi_set_08,0-5,5,0.005
sensitivity_top10,real_xi_set_08,4-1,5,0.005
sensitivity_top10,real_xi_set_08,4-2,5,0.005
sensitivity_top10,real_xi_set_08,1-6,4,0.004
sensitivity_top10,real_xi_set_08,3-5,3,0.003
sensitivity_top10,real_xi_set_08,4-4,2,0.002
sensitivity_top10,real_xi_set_08,5-1,2,0.002
sensitivity_top10,real_xi_set_08,5-4,2,0.002
sensitivity_top10,real_xi_set_08,0-6,1,0.001
sensitivity_top10,real_xi_set_08,0-7,1,0.001
sensitivity_top10,real_xi_set_08,1-7,1,0.001
sensitivity_top10,real_xi_set_08,2-6,1,0.001
sensitivity_top10,real_xi_set_08,5-2,1,0.001
sensitivity_top10,real_xi_set_08,6-3,1,0.001
sensitivity_top10,real_xi_set_08,7-0,1,0.001
sensitivity_top10,real_xi_set_08,7-1,1,0.001
sensitivity_top30,real_xi_set_01,1-1,107,0.107
sensitivity_top30,real_xi_set_01,0-1,98,0.098
sensitivity_top30,real_xi_set_01,0-2,85,0.085
sensitivity_top30,real_xi_set_01,1-2,84,0.084
sensitivity_top30,real_xi_set_01,2-1,69,0.069
sensitivity_top30,real_xi_set_01,1-0,67,0.067
sensitivity_top30,real_xi_set_01,2-2,59,0.059
sensitivity_top30,real_xi_set_01,0-0,54,0.054
sensitivity_top30,real_xi_set_01,0-3,48,0.048
sensitivity_top30,real_xi_set_01,1-3,47,0.047
sensitivity_top30,real_xi_set_01,2-0,32,0.032
sensitivity_top30,real_xi_set_01,1-4,29,0.029
sensitivity_top30,real_xi_set_01,3-2,24,0.024
sensitivity_top30,real_xi_set_01,2-3,23,0.023
sensitivity_top30,real_xi_set_01,3-0,23,0.023
sensitivity_top30,real_xi_set_01,0-4,22,0.022
sensitivity_top30,real_xi_set_01,2-4,20,0.02
sensitivity_top30,real_xi_set_01,3-1,20,0.02
sensitivity_top30,real_xi_set_01,1-5,14,0.014
sensitivity_top30,real_xi_set_01,3-3,12,0.012
sensitivity_top30,real_xi_set_01,3-4,9,0.009
sensitivity_top30,real_xi_set_01,4-1,8,0.008
sensitivity_top30,real_xi_set_01,0-5,6,0.006
sensitivity_top30,real_xi_set_01,2-5,6,0.006
sensitivity_top30,real_xi_set_01,4-0,5,0.005
sensitivity_top30,real_xi_set_01,1-6,4,0.004
sensitivity_top30,real_xi_set_01,4-2,4,0.004
sensitivity_top30,real_xi_set_01,4-4,4,0.004
sensitivity_top30,real_xi_set_01,5-2,4,0.004
sensitivity_top30,real_xi_set_01,2-6,3,0.003
sensitivity_top30,real_xi_set_01,3-5,3,0.003
sensitivity_top30,real_xi_set_01,3-6,2,0.002
sensitivity_top30,real_xi_set_01,0-6,1,0.001
sensitivity_top30,real_xi_set_01,1-7,1,0.001
sensitivity_top30,real_xi_set_01,4-3,1,0.001
sensitivity_top30,real_xi_set_01,5-1,1,0.001
sensitivity_top30,real_xi_set_01,5-4,1,0.001
sensitivity_top30,real_xi_set_02,1-1,104,0.104
sensitivity_top30,real_xi_set_02,0-2,96,0.096
sensitivity_top30,real_xi_set_02,0-1,93,0.093
sensitivity_top30,real_xi_set_02,1-2,83,0.083
sensitivity_top30,real_xi_set_02,2-1,66,0.066
sensitivity_top30,real_xi_set_02,1-0,62,0.062
sensitivity_top30,real_xi_set_02,2-2,57,0.057
sensitivity_top30,real_xi_set_02,0-0,53,0.053
sensitivity_top30,real_xi_set_02,0-3,48,0.048
sensitivity_top30,real_xi_set_02,1-3,47,0.047
sensitivity_top30,real_xi_set_02,2-0,32,0.032
sensitivity_top30,real_xi_set_02,1-4,27,0.027
sensitivity_top30,real_xi_set_02,2-3,25,0.025
sensitivity_top30,real_xi_set_02,0-4,24,0.024
sensitivity_top30,real_xi_set_02,3-2,24,0.024
sensitivity_top30,real_xi_set_02,3-0,21,0.021
sensitivity_top30,real_xi_set_02,2-4,20,0.02
sensitivity_top30,real_xi_set_02,3-1,20,0.02
sensitivity_top30,real_xi_set_02,1-5,18,0.018
sensitivity_top30,real_xi_set_02,3-3,14,0.014
sensitivity_top30,real_xi_set_02,4-1,10,0.01
sensitivity_top30,real_xi_set_02,3-4,8,0.008
sensitivity_top30,real_xi_set_02,0-5,7,0.007
sensitivity_top30,real_xi_set_02,2-5,6,0.006
sensitivity_top30,real_xi_set_02,3-5,5,0.005
sensitivity_top30,real_xi_set_02,4-0,5,0.005
sensitivity_top30,real_xi_set_02,1-6,4,0.004
sensitivity_top30,real_xi_set_02,4-2,4,0.004
sensitivity_top30,real_xi_set_02,4-4,4,0.004
sensitivity_top30,real_xi_set_02,5-2,3,0.003
sensitivity_top30,real_xi_set_02,2-6,2,0.002
sensitivity_top30,real_xi_set_02,3-6,2,0.002
sensitivity_top30,real_xi_set_02,0-6,1,0.001
sensitivity_top30,real_xi_set_02,1-7,1,0.001
sensitivity_top30,real_xi_set_02,2-7,1,0.001
sensitivity_top30,real_xi_set_02,5-1,1,0.001
sensitivity_top30,real_xi_set_02,5-4,1,0.001
sensitivity_top30,real_xi_set_02,6-3,1,0.001
sensitivity_top30,real_xi_set_03,1-1,100,0.1
sensitivity_top30,real_xi_set_03,0-1,97,0.097
sensitivity_top30,real_xi_set_03,1-2,92,0.092
sensitivity_top30,real_xi_set_03,0-2,91,0.091
sensitivity_top30,real_xi_set_03,1-0,72,0.072
sensitivity_top30,real_xi_set_03,2-1,69,0.069
sensitivity_top30,real_xi_set_03,0-0,57,0.057
sensitivity_top30,real_xi_set_03,2-2,54,0.054
sensitivity_top30,real_xi_set_03,0-3,51,0.051
sensitivity_top30,real_xi_set_03,1-3,50,0.05
sensitivity_top30,real_xi_set_03,2-0,31,0.031
sensitivity_top30,real_xi_set_03,1-4,26,0.026
sensitivity_top30,real_xi_set_03,2-3,24,0.024
sensitivity_top30,real_xi_set_03,2-4,23,0.023
sensitivity_top30,real_xi_set_03,3-1,22,0.022
sensitivity_top30,real_xi_set_03,0-4,20,0.02
sensitivity_top30,real_xi_set_03,3-2,19,0.019
sensitivity_top30,real_xi_set_03,1-5,17,0.017
sensitivity_top30,real_xi_set_03,3-0,12,0.012
sensitivity_top30,real_xi_set_03,3-3,11,0.011
sensitivity_top30,real_xi_set_03,2-5,10,0.01
sensitivity_top30,real_xi_set_03,0-5,8,0.008
sensitivity_top30,real_xi_set_03,4-0,8,0.008
sensitivity_top30,real_xi_set_03,3-4,7,0.007
sensitivity_top30,real_xi_set_03,4-1,7,0.007
sensitivity_top30,real_xi_set_03,1-6,3,0.003
sensitivity_top30,real_xi_set_03,4-2,3,0.003
sensitivity_top30,real_xi_set_03,4-4,3,0.003
sensitivity_top30,real_xi_set_03,1-7,2,0.002
sensitivity_top30,real_xi_set_03,2-6,2,0.002
sensitivity_top30,real_xi_set_03,3-5,2,0.002
sensitivity_top30,real_xi_set_03,3-6,2,0.002
sensitivity_top30,real_xi_set_03,4-3,2,0.002
sensitivity_top30,real_xi_set_03,0-6,1,0.001
sensitivity_top30,real_xi_set_03,4-5,1,0.001
sensitivity_top30,real_xi_set_03,5-4,1,0.001
sensitivity_top30,real_xi_set_04,1-1,103,0.103
sensitivity_top30,real_xi_set_04,0-1,98,0.098
sensitivity_top30,real_xi_set_04,0-2,95,0.095
sensitivity_top30,real_xi_set_04,1-2,92,0.092
sensitivity_top30,real_xi_set_04,2-1,66,0.066
sensitivity_top30,real_xi_set_04,1-0,61,0.061
sensitivity_top30,real_xi_set_04,0-3,55,0.055
sensitivity_top30,real_xi_set_04,0-0,54,0.054
sensitivity_top30,real_xi_set_04,2-2,54,0.054
sensitivity_top30,real_xi_set_04,1-3,50,0.05
sensitivity_top30,real_xi_set_04,1-4,28,0.028
sensitivity_top30,real_xi_set_04,2-0,28,0.028
sensitivity_top30,real_xi_set_04,2-3,23,0.023
sensitivity_top30,real_xi_set_04,2-4,22,0.022
sensitivity_top30,real_xi_set_04,3-1,22,0.022
sensitivity_top30,real_xi_set_04,0-4,21,0.021
sensitivity_top30,real_xi_set_04,1-5,19,0.019
sensitivity_top30,real_xi_set_04,3-2,18,0.018
sensitivity_top30,real_xi_set_04,3-3,14,0.014
sensitivity_top30,real_xi_set_04,3-0,12,0.012
sensitivity_top30,real_xi_set_04,2-5,10,0.01
sensitivity_top30,real_xi_set_04,4-0,8,0.008
sensitivity_top30,real_xi_set_04,4-1,8,0.008
sensitivity_top30,real_xi_set_04,0-5,7,0.007
sensitivity_top30,real_xi_set_04,3-4,5,0.005
sensitivity_top30,real_xi_set_04,1-6,4,0.004
sensitivity_top30,real_xi_set_04,4-2,4,0.004
sensitivity_top30,real_xi_set_04,3-5,3,0.003
sensitivity_top30,real_xi_set_04,4-4,3,0.003
sensitivity_top30,real_xi_set_04,0-6,2,0.002
sensitivity_top30,real_xi_set_04,1-7,2,0.002
sensitivity_top30,real_xi_set_04,3-6,2,0.002
sensitivity_top30,real_xi_set_04,4-3,2,0.002
sensitivity_top30,real_xi_set_04,2-6,1,0.001
sensitivity_top30,real_xi_set_04,2-7,1,0.001
sensitivity_top30,real_xi_set_04,3-7,1,0.001
sensitivity_top30,real_xi_set_04,4-5,1,0.001
sensitivity_top30,real_xi_set_04,5-4,1,0.001
sensitivity_top30,real_xi_set_05,1-1,106,0.106
sensitivity_top30,real_xi_set_05,0-1,98,0.098
sensitivity_top30,real_xi_set_05,0-2,83,0.083
sensitivity_top30,real_xi_set_05,1-2,83,0.083
sensitivity_top30,real_xi_set_05,2-1,70,0.07
sensitivity_top30,real_xi_set_05,1-0,68,0.068
sensitivity_top30,real_xi_set_05,2-2,62,0.062
sensitivity_top30,real_xi_set_05,0-0,54,0.054
sensitivity_top30,real_xi_set_05,1-3,48,0.048
sensitivity_top30,real_xi_set_05,0-3,47,0.047
sensitivity_top30,real_xi_set_05,2-0,32,0.032
sensitivity_top30,real_xi_set_05,1-4,30,0.03
sensitivity_top30,real_xi_set_05,3-2,24,0.024
sensitivity_top30,real_xi_set_05,2-3,23,0.023
sensitivity_top30,real_xi_set_05,3-0,22,0.022
sensitivity_top30,real_xi_set_05,0-4,21,0.021
sensitivity_top30,real_xi_set_05,2-4,20,0.02
sensitivity_top30,real_xi_set_05,3-1,20,0.02
sensitivity_top30,real_xi_set_05,1-5,15,0.015
sensitivity_top30,real_xi_set_05,3-3,12,0.012
sensitivity_top30,real_xi_set_05,3-4,9,0.009
sensitivity_top30,real_xi_set_05,4-1,8,0.008
sensitivity_top30,real_xi_set_05,2-5,6,0.006
sensitivity_top30,real_xi_set_05,0-5,5,0.005
sensitivity_top30,real_xi_set_05,4-0,5,0.005
sensitivity_top30,real_xi_set_05,1-6,4,0.004
sensitivity_top30,real_xi_set_05,4-2,4,0.004
sensitivity_top30,real_xi_set_05,4-4,4,0.004
sensitivity_top30,real_xi_set_05,5-2,4,0.004
sensitivity_top30,real_xi_set_05,2-6,3,0.003
sensitivity_top30,real_xi_set_05,3-5,3,0.003
sensitivity_top30,real_xi_set_05,3-6,2,0.002
sensitivity_top30,real_xi_set_05,0-6,1,0.001
sensitivity_top30,real_xi_set_05,1-7,1,0.001
sensitivity_top30,real_xi_set_05,4-3,1,0.001
sensitivity_top30,real_xi_set_05,5-1,1,0.001
sensitivity_top30,real_xi_set_05,5-4,1,0.001
sensitivity_top30,real_xi_set_06,1-1,103,0.103
sensitivity_top30,real_xi_set_06,0-2,94,0.094
sensitivity_top30,real_xi_set_06,0-1,93,0.093
sensitivity_top30,real_xi_set_06,1-2,83,0.083
sensitivity_top30,real_xi_set_06,2-1,67,0.067
sensitivity_top30,real_xi_set_06,1-0,62,0.062
sensitivity_top30,real_xi_set_06,2-2,59,0.059
sensitivity_top30,real_xi_set_06,0-0,53,0.053
sensitivity_top30,real_xi_set_06,1-3,48,0.048
sensitivity_top30,real_xi_set_06,0-3,47,0.047
sensitivity_top30,real_xi_set_06,2-0,33,0.033
sensitivity_top30,real_xi_set_06,1-4,28,0.028
sensitivity_top30,real_xi_set_06,2-3,25,0.025
sensitivity_top30,real_xi_set_06,3-2,24,0.024
sensitivity_top30,real_xi_set_06,0-4,23,0.023
sensitivity_top30,real_xi_set_06,2-4,20,0.02
sensitivity_top30,real_xi_set_06,3-0,20,0.02
sensitivity_top30,real_xi_set_06,3-1,20,0.02
sensitivity_top30,real_xi_set_06,1-5,19,0.019
sensitivity_top30,real_xi_set_06,3-3,14,0.014
sensitivity_top30,real_xi_set_06,4-1,10,0.01
sensitivity_top30,real_xi_set_06,3-4,8,0.008
sensitivity_top30,real_xi_set_06,0-5,6,0.006
sensitivity_top30,real_xi_set_06,2-5,6,0.006
sensitivity_top30,real_xi_set_06,3-5,5,0.005
sensitivity_top30,real_xi_set_06,4-0,5,0.005
sensitivity_top30,real_xi_set_06,1-6,4,0.004
sensitivity_top30,real_xi_set_06,4-2,4,0.004
sensitivity_top30,real_xi_set_06,4-4,4,0.004
sensitivity_top30,real_xi_set_06,5-2,3,0.003
sensitivity_top30,real_xi_set_06,2-6,2,0.002
sensitivity_top30,real_xi_set_06,3-6,2,0.002
sensitivity_top30,real_xi_set_06,0-6,1,0.001
