top_n_requested,uncertainty_mode,role,slot,actual_n,member_rank,player_id,player_name,world_cup_team,minutes_num,overall,conservative_score,member_uncertainty,avatar_uncertainty
20,member_median,LB,FB2,20,11,51466,J. Piquerez,Uruguay,3341.0,0.5352585435249992,0.4545181801028344,0.0807403634221648,0.08165890805351861
20,member_median,LB,FB2,20,12,127817,P. Hincapie,Ecuador,3442.0,0.5284313551324166,0.4488844102261038,0.0795469449063127,0.08165890805351861
20,member_median,LB,FB2,20,13,47380,M. Cucurella,Spain,4501.0,0.5148500069846494,0.4452876271849065,0.0695623797997429,0.08165890805351861
20,member_median,LB,FB2,20,14,162007,M. De Cuyper,Belgium,1953.0,0.5490422974814484,0.4434389181192381,0.1056033793622102,0.08165890805351861
20,member_median,LB,FB2,20,15,50057,E. Elmali,Türkiye,2176.0,0.5427936777617773,0.44274773243429,0.1000459453274873,0.08165890805351861
20,member_median,LB,FB2,20,16,19235,D. Spence,England,3384.0,0.5156151057728047,0.4353893604489626,0.080225745323842,0.08165890805351861
20,member_median,LB,FB2,20,17,7578,G. Mensah,Ghana,2783.0,0.5228821316288677,0.4344169579359294,0.0884651736929382,0.08165890805351861
20,member_median,LB,FB2,20,18,409303,M. Diouf,Senegal,3496.0,0.5100566427927168,0.4311264387089517,0.078930204083765,0.08165890805351861
20,member_median,LB,FB2,20,19,33,L. Hernandez,France,2084.0,0.5237758918229206,0.4215454870394703,0.1022304047834503,0.08165890805351861
20,member_median,LB,FB2,20,20,51572,M. Vina,Uruguay,1293.0,0.5509979323652343,0.4212113862065314,0.1297865461587028,0.08165890805351861
20,member_median,DM,DM,12,1,44,Rodri,Spain,2811.0,0.6861275926502921,0.598104116592785,0.0880234760575071,0.08698136225688965
20,member_median,DM,DM,12,2,137210,A. Stiller,Germany,4303.0,0.655807569438277,0.5846627527561109,0.0711448166821661,0.08698136225688965
20,member_median,DM,DM,12,3,374058,L. Camara,Senegal,2949.0,0.6525763565838736,0.5666371081276014,0.0859392484562722,0.08698136225688965
20,member_median,DM,DM,12,4,162714,A. Onana,Belgium,2755.0,0.6446414237282015,0.5557278357098268,0.0889135880183747,0.08698136225688965
20,member_median,DM,DM,12,5,2926,Y. Tielemans,Belgium,3059.0,0.627375779658962,0.5429958421876493,0.0843799374713126,0.08698136225688965
20,member_median,DM,DM,12,6,511,L. Goretzka,Germany,2459.0,0.6073104846858794,0.5131974725760035,0.0941130121098759,0.08698136225688965
20,member_median,DM,DM,12,7,328033,A. Pavlovic,Germany,3356.0,0.5924445432992002,0.51188482078517,0.0805597225140302,0.08698136225688965
20,member_median,DM,DM,12,8,96512,K. Lenini,Cape Verde Islands,1562.0,0.6103424870947867,0.4922592030456419,0.1180832840491446,0.08698136225688965
20,member_median,DM,DM,12,9,1464,G. Xhaka,Switzerland,3637.0,0.5593242833958889,0.481939194257888,0.0773850891380008,0.08698136225688965
20,member_median,DM,DM,12,10,1934,S. Berge,Norway,3499.0,0.5352682004357189,0.4563718405059075,0.0788963599298113,0.08698136225688965
20,member_median,DM,DM,12,11,269172,Z. Al Johani,Saudi Arabia,2074.0,0.5207755632553077,0.4182989977379591,0.1024765655173485,0.08698136225688965
20,member_median,DM,DM,12,12,292,J. Henderson,England,2106.0,0.4550099778188806,0.3533149418442552,0.1016950359746253,0.08698136225688965
20,member_median,CM,CM,20,1,19617,M. Olise,France,4569.0,0.8102143473077419,0.7411715531901322,0.0690427941176097,0.07972695624054055
20,member_median,CM,CM,20,2,156477,R. Cherki,France,2970.0,0.7879956845002423,0.7023608006424747,0.0856348838577675,0.07972695624054055
20,member_median,CM,CM,20,3,2489,L. Diaz,Colombia,4720.0,0.7521635370401455,0.6842341120487545,0.067929424991391,0.07972695624054055
20,member_median,CM,CM,20,4,1422,J. Doku,Belgium,3271.0,0.7602722023267787,0.6786724828674807,0.081599719459298,0.07972695624054055
20,member_median,CM,CM,20,5,214463,I. Yuksek,Türkiye,2742.0,0.7326909935459869,0.6435668822123721,0.0891241113336148,0.07972695624054055
20,member_median,CM,CM,20,6,2676,R. Neves,Portugal,3476.0,0.7013674446873982,0.6222104943620469,0.0791569503253512,0.07972695624054055
20,member_median,CM,CM,20,7,635,R. Mahrez,Algeria,3761.0,0.6926627326388162,0.6165640268124364,0.0760987058263797,0.07972695624054055
20,member_median,CM,CM,20,8,41112,Trincao,Portugal,4194.0,0.6877401579409548,0.6156767619121087,0.072063396028846,0.07972695624054055
20,member_median,CM,CM,20,9,116117,M. Caicedo,Ecuador,4587.0,0.6786519157182012,0.6097447213271296,0.0689071943910715,0.07972695624054055
20,member_median,CM,CM,20,10,538,F. de Jong,Netherlands,2906.0,0.6885209136413053,0.6019481796792936,0.0865727339620117,0.07972695624054055
20,member_median,CM,CM,20,11,319572,V. Barco,Argentina,3378.0,0.6771341212159933,0.5968371590602634,0.0802969621557299,0.07972695624054055
20,member_median,CM,CM,20,12,128384,Vitinha,Portugal,4450.0,0.6617941383723814,0.5918342782919617,0.0699598600804197,0.07972695624054055
20,member_median,CM,CM,20,13,129718,J. Bellingham,England,3335.0,0.6683896059962172,0.5875766451997976,0.0808129607964196,0.07972695624054055
20,member_median,CM,CM,20,14,1271,A. Tchouameni,France,4300.0,0.657686962436472,0.5865173321222026,0.0711696303142693,0.07972695624054055
20,member_median,CM,CM,20,15,39064,P. Berg,Norway,3911.0,0.6570063383773185,0.5823812205709155,0.074625117806403,0.07972695624054055
20,member_median,CM,CM,20,16,1323,D. Olmo,Spain,3265.0,0.6613343212836322,0.5796596594670786,0.0816746618165535,0.07972695624054055
20,member_median,CM,CM,20,17,2472,R. de Paul,Argentina,3650.0,0.6467079451770643,0.5694607880276181,0.0772471571494461,0.07972695624054055
20,member_median,CM,CM,20,18,6067,T. Almada,Argentina,2028.0,0.6723503137974188,0.5687180554488998,0.103632258348519,0.07972695624054055
20,member_median,CM,CM,20,19,37127,M. Odegaard,Norway,2454.0,0.661647463877579,0.5674386234034925,0.0942088404740865,0.07972695624054055
20,member_median,CM,CM,20,20,1578,G. Lo Celso,Argentina,1858.0,0.665064490960579,0.5567950029979891,0.1082694879625898,0.07972695624054055
20,member_median,AM,AM,20,1,6005,J. Quintero,Colombia,1988.0,0.7829120220261333,0.6782423778763673,0.1046696441497659,0.091045755570341
20,member_median,AM,AM,20,2,414149,R. Mofokeng,South Africa,2398.0,0.7518178702671031,0.6565153581945483,0.0953025120725547,0.091045755570341
20,member_median,AM,AM,20,3,271,L. Paredes,Argentina,3687.0,0.7297198287208823,0.6528612465072733,0.0768585822136089,0.091045755570341
20,member_median,AM,AM,20,4,37155,O. Kokcu,Türkiye,3163.0,0.7331049327120694,0.6501238032489155,0.0829811294631539,0.091045755570341
20,member_median,AM,AM,20,5,129678,A. Ounahi,Morocco,2428.0,0.7160795688806967,0.6213676585221986,0.094711910358498,0.091045755570341
20,member_median,AM,AM,20,6,350850,B. Zeneli,Sweden,1991.0,0.7191686004146396,0.6145778430823733,0.1045907573322662,0.091045755570341
20,member_median,AM,AM,20,7,395559,K. Alajbegovic,Bosnia & Herzegovina,2637.0,0.6897745512259403,0.5988933889010173,0.090881162324923,0.091045755570341
20,member_median,AM,AM,20,8,78,H. Vanaken,Belgium,4957.0,0.6599597617822015,0.5936741180540585,0.066285643728143,0.091045755570341
20,member_median,AM,AM,20,9,441269,P. Okon-Engstler,Australia,2529.0,0.6840424137834775,0.591241014849366,0.0928013989341115,0.091045755570341
20,member_median,AM,AM,20,10,474591,C. Inao Oulai,Ivory Coast,2727.0,0.6789827251586308,0.5896138341513681,0.0893688910072626,0.091045755570341
20,member_median,AM,AM,20,11,263228,P. Guiagon,Ivory Coast,2555.0,0.6799189471106666,0.5875909348958986,0.0923280122147679,0.091045755570341
20,member_median,AM,AM,20,12,1864,P. Neto,Portugal,4123.0,0.6535586505189871,0.5808774201922087,0.0726812303267784,0.091045755570341
20,member_median,AM,AM,20,13,454,Y. Akgun,Türkiye,2553.0,0.6676777398749114,0.5753135702229968,0.0923641696519146,0.091045755570341
20,member_median,AM,AM,20,14,644,L. Sane,Germany,3580.0,0.6513114231247826,0.5733127123490168,0.0779987107757658,0.091045755570341
20,member_median,AM,AM,20,15,362400,M. Arfsten,USA,2845.0,0.6604873611876053,0.5729914411220416,0.0874959200655636,0.091045755570341
20,member_median,AM,AM,20,16,51114,C. Roldan,USA,2618.0,0.6559702687337261,0.564759919917967,0.091210348815759,0.091045755570341
20,member_median,AM,AM,20,17,295977,T. Moremi,South Africa,1799.0,0.6730198132776142,0.5629892449846801,0.1100305682929341,0.091045755570341
20,member_median,AM,AM,20,18,7562,R. Schmid,Austria,3254.0,0.6438127593701295,0.5620001652713886,0.0818125940987409,0.091045755570341
20,member_median,AM,AM,20,19,35576,O. Pineda,Mexico,3543.0,0.6361978982875494,0.5577929700697392,0.0784049282178101,0.091045755570341
20,member_median,AM,AM,20,20,339887,C. Y. Uzun,Türkiye,1567.0,0.6722452975589366,0.5543505547190675,0.1178947428398691,0.091045755570341
20,member_median,RW,W1,20,1,154,L. Messi,Argentina,3834.0,0.8327019832961582,0.7573312252151297,0.0753707580810284,0.08490624970586685
20,member_median,RW,W1,20,2,513776,Y. Diomande,Ivory Coast,3400.0,0.7845734829412211,0.7045367266792312,0.0800367562619898,0.08490624970586685
20,member_median,RW,W1,20,3,278,K. Mbappe,France,4228.0,0.7652669971779251,0.6934939395100165,0.0717730576679086,0.08490624970586685
20,member_median,RW,W1,20,4,583,Joao Felix,Portugal,3478.0,0.7638941735890096,0.6847599858666668,0.0791341877223427,0.08490624970586685
20,member_median,RW,W1,20,5,25414,J. Yeboah,Ecuador,3079.0,0.7642427332816594,0.6801372921053237,0.0841054411763356,0.08490624970586685
20,member_median,RW,W1,20,6,343027,D. Doue,France,2918.0,0.7616891029943358,0.6752945635278682,0.0863945394664676,0.08490624970586685
20,member_median,RW,W1,20,7,2889,A. Vega,Mexico,1826.0,0.780484039637745,0.6712699799046984,0.1092140597330467,0.08490624970586685
20,member_median,RW,W1,20,8,276,Neymar,Brazil,2566.0,0.7555341996354499,0.663404297106551,0.0921299025288989,0.08490624970586685
20,member_median,RW,W1,20,9,927,Lee Kang-In,South Korea,2119.0,0.7556150931765999,0.654232485086166,0.1013826080904338,0.08490624970586685
20,member_median,RW,W1,20,10,186,Son Heung-Min,South Korea,2965.0,0.7372220122216853,0.6515149539862871,0.0857070582353981,0.08490624970586685
20,member_median,RW,W1,20,11,108563,R. Zalazar,Uruguay,2638.0,0.7377173718986458,0.6468534365973493,0.0908639353012965,0.08490624970586685
20,member_median,RW,W1,20,12,1460,B. Saka,England,3522.0,0.7243643272539229,0.6457260009023282,0.0786383263515946,0.08490624970586685
20,member_median,RW,W1,20,13,326067,A. Hadj Moussa,Algeria,3632.0,0.7110584490265185,0.6336201120399697,0.0774383369865488,0.08490624970586685
20,member_median,RW,W1,20,14,350037,N. Paz,Argentina,3370.0,0.7104835681855739,0.6300913545584481,0.0803922136271258,0.08490624970586685
20,member_median,RW,W1,20,15,350799,Jeremy Arevalo,Ecuador,1033.0,0.7733768794147706,0.6281728136440075,0.1452040657707631,0.08490624970586685
20,member_median,RW,W1,20,16,3246,N. Pepe,Ivory Coast,3426.0,0.706224294672378,0.6264918172810212,0.0797324773913568,0.08490624970586685
20,member_median,RW,W1,20,17,2544,A. Afif,Qatar,2306.0,0.7224112981621962,0.6252262875933257,0.0971850105688704,0.08490624970586685
20,member_median,RW,W1,20,18,517,J. Rodriguez,Colombia,1855.0,0.7321858518105184,0.6238288497655039,0.1083570020450145,0.08490624970586685
20,member_median,RW,W1,20,19,147859,C. De Ketelaere,Belgium,3389.0,0.6984314747459723,0.6182649322531023,0.08016654249287,0.08490624970586685
20,member_median,RW,W1,20,20,377122,Endrick,Brazil,1841.0,0.7232756819583477,0.6145074564163213,0.1087682255420263,0.08490624970586685
20,member_median,LW,W2,8,1,909,M. Rashford,England,2820.0,0.683823961586197,0.5959410607731312,0.0878829008130657,0.09076937242741065
20,member_median,LW,W2,8,2,314511,A. Nusa,Norway,2645.0,0.666551703749747,0.5758080839362196,0.0907436198135274,0.09076937242741065
20,member_median,LW,W2,8,3,127769,G. Martinelli,Brazil,2608.0,0.6517366636486723,0.5603516156710899,0.0913850479775823,0.09076937242741065
20,member_median,LW,W2,8,4,247,C. Gakpo,Netherlands,3972.0,0.6241604122740908,0.5501105393113328,0.074049872962758,0.09076937242741065
20,member_median,LW,W2,8,5,1946,L. Trossard,Belgium,3436.0,0.629068337810408,0.5494519701026002,0.0796163677078078,0.09076937242741065
20,member_median,LW,W2,8,6,387643,B. Toure,Ivory Coast,2642.0,0.6299725396905859,0.5391774146492919,0.0907951250412939,0.09076937242741065
20,member_median,LW,W2,8,7,26315,N. Gonzalez,Argentina,2275.0,0.5908667186894603,0.4930218088901949,0.0978449097992653,0.09076937242741065
20,member_median,LW,W2,8,8,301771,S. Adingra,Ivory Coast,1750.0,0.5379237556675205,0.4263633940433563,0.1115603616241641,0.09076937242741065
20,member_median,ST,ST,3,1,153,O. Dembele,France,2764.0,0.7411214479612049,0.6523527359858712,0.0887687119753338,0.0887687119753338
20,member_median,ST,ST,3,2,181812,J. Musiala,Germany,1452.0,0.7529505796318369,0.630476092492678,0.1224744871391589,0.0887687119753338
20,member_median,ST,ST,3,3,2601,D. Kamada,Japan,3539.0,0.528463835858335,0.4500146110673764,0.0784492247909585,0.0887687119753338
